日付,source_url,機種,台番,差枚,G数,出率
2026-04-28,https://min-repo.com/3069476/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,1343,7695,105.8%
2026-04-28,https://min-repo.com/3069476/,スマスロ モンスターハンターライズ,489,93,5062,100.6%
2026-04-28,https://min-repo.com/3069476/,スマスロ新鬼武者3,490,93,3374,100.9%
2026-04-28,https://min-repo.com/3069476/,スマスロ秘宝伝,491,-250,2263,93.2%
2026-04-28,https://min-repo.com/3069476/,クランキークレスト,237,-500,1605,84.6%
2026-04-28,https://min-repo.com/3069476/,A-SLOT+ ディスクアップ ULTRAREMIX,243,-750,8436,96.7%
2026-04-28,https://min-repo.com/3069476/,ニューパルサーSP4 with 太鼓の達人,238,-1500,7490,92.4%
2026-04-28,https://min-repo.com/3069476/,忍魂参～奥義皆伝ノ章～,492,-1500,2346,73.7%
2026-04-28,https://min-repo.com/3069476/,L ToLOVEるダークネス,437,-2000,3457,76.3%
2026-04-28,https://min-repo.com/3069476/,スマスロ ドルアーガの塔,440,-3000,4691,78.6%
2026-04-28,https://min-repo.com/3069476/,Lアクダマドライブ,488,-4000,6461,77.5%
2026-04-29,https://min-repo.com/3071580/,スマスロ ドルアーガの塔,440,3426,4115,127.8%
2026-04-29,https://min-repo.com/3071580/,A-SLOT+ ディスクアップ ULTRAREMIX,243,2454,7654,110.7%
2026-04-29,https://min-repo.com/3071580/,ニューパルサーSP4 with 太鼓の達人,238,1528,7860,106.5%
2026-04-29,https://min-repo.com/3071580/,スマスロ新鬼武者3,490,-150,4115,98.5%
2026-04-29,https://min-repo.com/3071580/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,-500,6996,97.6%
2026-04-29,https://min-repo.com/3071580/,L絶対衝激IV,438,-500,658,74.2%
2026-04-29,https://min-repo.com/3071580/,Lアクダマドライブ,488,-500,4979,96.3%
2026-04-29,https://min-repo.com/3071580/,クランキークレスト,237,-1000,3004,88.7%
2026-04-29,https://min-repo.com/3071580/,スマスロとある科学の超電磁砲2,439,-1000,2675,86.2%
2026-04-29,https://min-repo.com/3071580/,スマスロ秘宝伝,491,-1000,5350,91.1%
2026-04-29,https://min-repo.com/3071580/,スマスロ モンスターハンターライズ,489,-1500,3045,82.8%
2026-04-29,https://min-repo.com/3071580/,L ToLOVEるダークネス,437,-1500,4815,88.8%
2026-04-29,https://min-repo.com/3071580/,忍魂参～奥義皆伝ノ章～,492,-1500,1605,59.6%
2026-04-30,https://min-repo.com/3074731/,スマスロ モンスターハンターライズ,489,3565,7407,116%
2026-04-30,https://min-repo.com/3074731/,ニューパルサーSP4 with 太鼓の達人,238,2963,5597,117.6%
2026-04-30,https://min-repo.com/3074731/,A-SLOT+ ディスクアップ ULTRAREMIX,243,2824,6872,113.7%
2026-04-30,https://min-repo.com/3074731/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,417,5720,102.4%
2026-04-30,https://min-repo.com/3074731/,スマスロ ドルアーガの塔,440,417,3169,104.4%
2026-04-30,https://min-repo.com/3074731/,忍魂参～奥義皆伝ノ章～,492,417,2099,106.6%
2026-04-30,https://min-repo.com/3074731/,L絶対衝激IV,438,-100,1358,96.6%
2026-04-30,https://min-repo.com/3074731/,スマスロとある科学の超電磁砲2,439,-500,1193,85.8%
2026-04-30,https://min-repo.com/3074731/,クランキークレスト,237,-1000,2305,78.6%
2026-04-30,https://min-repo.com/3074731/,L ToLOVEるダークネス,437,-1500,3416,84.2%
2026-04-30,https://min-repo.com/3074731/,スマスロ新鬼武者3,490,-2000,2922,75.2%
2026-04-30,https://min-repo.com/3074731/,スマスロ秘宝伝,491,-2000,2263,67.9%
2026-04-30,https://min-repo.com/3074731/,Lアクダマドライブ,488,-3500,6502,80.5%
2026-05-01,https://min-repo.com/3075748/,Lアクダマドライブ,488,5509,6337,129%
2026-05-01,https://min-repo.com/3075748/,クランキークレスト,237,3241,6255,117.3%
2026-05-01,https://min-repo.com/3075748/,A-SLOT+ ディスクアップ ULTRAREMIX,243,3009,9136,111%
2026-05-01,https://min-repo.com/3075748/,ニューパルサーSP4 with 太鼓の達人,238,2824,5473,117.2%
2026-05-01,https://min-repo.com/3075748/,L絶対衝激IV,438,1713,2840,120.1%
2026-05-01,https://min-repo.com/3075748/,L ToLOVEるダークネス,437,1204,3704,110.8%
2026-05-01,https://min-repo.com/3075748/,スマスロ ドルアーガの塔,440,-100,1029,95.5%
2026-05-01,https://min-repo.com/3075748/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,-750,6584,95.8%
2026-05-01,https://min-repo.com/3075748/,スマスロとある科学の超電磁砲2,439,-1500,6543,92.2%
2026-05-01,https://min-repo.com/3075748/,スマスロ秘宝伝,491,-1500,2716,76.7%
2026-05-01,https://min-repo.com/3075748/,スマスロ新鬼武者3,490,-3000,6214,82.1%
2026-05-01,https://min-repo.com/3075748/,スマスロ モンスターハンターライズ,489,-3500,6420,79.6%
2026-05-01,https://min-repo.com/3075748/,忍魂参～奥義皆伝ノ章～,492,-4000,3539,61.6%
2026-05-02,https://min-repo.com/3077735/,スマスロ ドルアーガの塔,440,1343,5967,107.5%
2026-05-02,https://min-repo.com/3077735/,スマスロ モンスターハンターライズ,489,1250,5556,107.5%
2026-05-02,https://min-repo.com/3077735/,L ToLOVEるダークネス,437,463,2840,105.4%
2026-05-02,https://min-repo.com/3077735/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,278,6337,101.5%
2026-05-02,https://min-repo.com/3077735/,A-SLOT+ ディスクアップ ULTRAREMIX,243,231,7325,101.1%
2026-05-02,https://min-repo.com/3077735/,L絶対衝激IV,438,46,2551,100.6%
2026-05-02,https://min-repo.com/3077735/,ニューパルサーSP4 with 太鼓の達人,238,-200,4650,98.3%
2026-05-02,https://min-repo.com/3077735/,スマスロ新鬼武者3,490,-250,5844,98.2%
2026-05-02,https://min-repo.com/3077735/,スマスロとある科学の超電磁砲2,439,-500,4609,95.6%
2026-05-02,https://min-repo.com/3077735/,スマスロ秘宝伝,491,-500,2798,91.2%
2026-05-02,https://min-repo.com/3077735/,クランキークレスト,237,-1000,4033,89.3%
2026-05-02,https://min-repo.com/3077735/,忍魂参～奥義皆伝ノ章～,492,-1000,7449,94.2%
2026-05-02,https://min-repo.com/3077735/,Lアクダマドライブ,488,-4500,6337,73.9%
2026-05-03,https://min-repo.com/3079560/,A-SLOT+ ディスクアップ ULTRAREMIX,243,3519,8889,113.2%
2026-05-03,https://min-repo.com/3079560/,スマスロ新鬼武者3,490,2083,6955,110%
2026-05-03,https://min-repo.com/3079560/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,1898,3663,117.3%
2026-05-03,https://min-repo.com/3079560/,スマスロ ドルアーガの塔,440,463,2181,107.1%
2026-05-03,https://min-repo.com/3079560/,クランキークレスト,237,417,4486,103.1%
2026-05-03,https://min-repo.com/3079560/,L絶対衝激IV,438,-250,1523,92.9%
2026-05-03,https://min-repo.com/3079560/,スマスロ秘宝伝,491,-500,2222,91.7%
2026-05-03,https://min-repo.com/3079560/,スマスロ モンスターハンターライズ,489,-1500,2222,77.1%
2026-05-03,https://min-repo.com/3079560/,スマスロとある科学の超電磁砲2,439,-2000,5597,86.2%
2026-05-03,https://min-repo.com/3079560/,忍魂参～奥義皆伝ノ章～,492,-2000,6420,87.5%
2026-05-03,https://min-repo.com/3079560/,ニューパルサーSP4 with 太鼓の達人,238,-2500,5103,83.1%
2026-05-03,https://min-repo.com/3079560/,Lアクダマドライブ,488,-2500,6420,85.1%
2026-05-03,https://min-repo.com/3079560/,L ToLOVEるダークネス,437,-4000,4650,71.1%
2026-05-04,https://min-repo.com/3081800/,L ToLOVEるダークネス,437,3519,1687,169.5%
2026-05-04,https://min-repo.com/3081800/,スマスロ モンスターハンターライズ,489,1389,4650,110%
2026-05-04,https://min-repo.com/3081800/,スマスロとある科学の超電磁砲2,439,1019,6008,105.7%
2026-05-04,https://min-repo.com/3081800/,ニューパルサーSP4 with 太鼓の達人,238,648,6749,103.2%
2026-05-04,https://min-repo.com/3081800/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,231,6626,101.2%
2026-05-04,https://min-repo.com/3081800/,クランキークレスト,237,46,2222,100.7%
2026-05-04,https://min-repo.com/3081800/,スマスロ新鬼武者3,490,46,3663,100.4%
2026-05-04,https://min-repo.com/3081800/,L絶対衝激IV,438,-150,2428,97.5%
2026-05-04,https://min-repo.com/3081800/,スマスロ秘宝伝,491,-750,2593,89.9%
2026-05-04,https://min-repo.com/3081800/,スマスロ ドルアーガの塔,440,-1500,4280,87.4%
2026-05-04,https://min-repo.com/3081800/,忍魂参～奥義皆伝ノ章～,492,-2500,3169,72.7%
2026-05-04,https://min-repo.com/3081800/,Lアクダマドライブ,488,-2500,5432,82.7%
2026-05-04,https://min-repo.com/3081800/,A-SLOT+ ディスクアップ ULTRAREMIX,243,-4000,8313,83.5%
2026-05-05,https://min-repo.com/3083690/,A-SLOT+ ディスクアップ ULTRAREMIX,243,2546,7695,111%
2026-05-05,https://min-repo.com/3083690/,スマスロ ドルアーガの塔,440,2083,8025,108.7%
2026-05-05,https://min-repo.com/3083690/,Lアクダマドライブ,488,1620,7737,107%
2026-05-05,https://min-repo.com/3083690/,L絶対衝激IV,438,1157,5144,107.5%
2026-05-05,https://min-repo.com/3083690/,スマスロ モンスターハンターライズ,489,1065,6626,105.4%
2026-05-05,https://min-repo.com/3083690/,クランキークレスト,237,463,2881,105.4%
2026-05-05,https://min-repo.com/3083690/,スマスロ新鬼武者3,490,417,4609,103%
2026-05-05,https://min-repo.com/3083690/,ニューパルサーSP4 with 太鼓の達人,238,-500,7325,97.1%
2026-05-05,https://min-repo.com/3083690/,忍魂参～奥義皆伝ノ章～,492,-750,7490,95.7%
2026-05-05,https://min-repo.com/3083690/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,-1000,6584,93%
2026-05-05,https://min-repo.com/3083690/,L ToLOVEるダークネス,437,-2000,5185,86.3%
2026-05-05,https://min-repo.com/3083690/,スマスロ秘宝伝,491,-2500,4568,80.7%
2026-05-05,https://min-repo.com/3083690/,スマスロとある科学の超電磁砲2,439,-4000,4568,69.6%
2026-05-06,https://min-repo.com/3085922/,L絶対衝激IV,438,1528,2798,118.2%
2026-05-06,https://min-repo.com/3085922/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,370,5226,102.4%
2026-05-06,https://min-repo.com/3085922/,ニューパルサーSP4 with 太鼓の達人,238,-150,4280,98.6%
2026-05-06,https://min-repo.com/3085922/,スマスロ ドルアーガの塔,440,-150,3169,98.1%
2026-05-06,https://min-repo.com/3085922/,スマスロ秘宝伝,491,-200,2716,97.2%
2026-05-06,https://min-repo.com/3085922/,クランキークレスト,237,-250,1934,93.6%
2026-05-06,https://min-repo.com/3085922/,A-SLOT+ ディスクアップ ULTRAREMIX,243,-500,9053,97.6%
2026-05-06,https://min-repo.com/3085922/,Lアクダマドライブ,488,-1000,4486,91.4%
2026-05-06,https://min-repo.com/3085922/,L ToLOVEるダークネス,437,-1500,3539,81.2%
2026-05-06,https://min-repo.com/3085922/,スマスロ新鬼武者3,490,-2000,4650,84.4%
2026-05-06,https://min-repo.com/3085922/,忍魂参～奥義皆伝ノ章～,492,-3000,5391,80.3%
2026-05-06,https://min-repo.com/3085922/,スマスロとある科学の超電磁砲2,439,-3500,5309,75.9%
2026-05-06,https://min-repo.com/3085922/,スマスロ モンスターハンターライズ,489,-3500,7449,82.6%
2026-05-07,https://min-repo.com/3088013/,L ToLOVEるダークネス,437,3287,2551,143%
2026-05-07,https://min-repo.com/3088013/,L絶対衝激IV,438,231,617,112.5%
2026-05-07,https://min-repo.com/3088013/,スマスロとある科学の超電磁砲2,439,46,4568,100.3%
2026-05-07,https://min-repo.com/3088013/,スマスロ ドルアーガの塔,440,-750,1893,85.3%
2026-05-07,https://min-repo.com/3088013/,スマスロ秘宝伝,491,-750,1481,78.1%
2026-05-07,https://min-repo.com/3088013/,スマスロ新鬼武者3,490,-1000,4403,91.6%
2026-05-07,https://min-repo.com/3088013/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,-1000,7366,94.6%
2026-05-07,https://min-repo.com/3088013/,クランキークレスト,237,-1000,7160,93.5%
2026-05-07,https://min-repo.com/3088013/,A-SLOT+ ディスクアップ ULTRAREMIX,243,-1000,7613,93.9%
2026-05-07,https://min-repo.com/3088013/,ニューパルサーSP4 with 太鼓の達人,238,-1500,3786,85.7%
2026-05-07,https://min-repo.com/3088013/,忍魂参～奥義皆伝ノ章～,492,-2000,4897,84.6%
2026-05-07,https://min-repo.com/3088013/,Lアクダマドライブ,488,-2000,4856,83.2%
2026-05-07,https://min-repo.com/3088013/,スマスロ モンスターハンターライズ,489,-2500,2387,65.1%
2026-05-08,https://min-repo.com/3090118/,スマスロ ドルアーガの塔,440,2917,4280,122.7%
2026-05-08,https://min-repo.com/3090118/,Lアクダマドライブ,488,2824,7078,113.3%
2026-05-08,https://min-repo.com/3090118/,スマスロ秘宝伝,491,972,3251,110%
2026-05-08,https://min-repo.com/3090118/,スマスロ新鬼武者3,490,324,4403,102.5%
2026-05-08,https://min-repo.com/3090118/,忍魂参～奥義皆伝ノ章～,492,231,3416,102.3%
2026-05-08,https://min-repo.com/3090118/,ニューパルサーSP4 with 太鼓の達人,238,185,4280,101.4%
2026-05-08,https://min-repo.com/3090118/,A-SLOT+ ディスクアップ ULTRAREMIX,243,93,8148,100.4%
2026-05-08,https://min-repo.com/3090118/,L絶対衝激IV,438,-93,82,-
2026-05-08,https://min-repo.com/3090118/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,-750,2881,89.3%
2026-05-08,https://min-repo.com/3090118/,クランキークレスト,237,-750,2305,85.9%
2026-05-08,https://min-repo.com/3090118/,スマスロ モンスターハンターライズ,489,-1500,6708,92.4%
2026-05-08,https://min-repo.com/3090118/,スマスロとある科学の超電磁砲2,439,-2500,3086,71.5%
2026-05-08,https://min-repo.com/3090118/,L ToLOVEるダークネス,437,-3000,5967,82.9%
2026-05-09,https://min-repo.com/3092012/,L ToLOVEるダークネス,437,4630,6049,125.5%
2026-05-09,https://min-repo.com/3092012/,A-SLOT+ ディスクアップ ULTRAREMIX,243,2037,6749,110.1%
2026-05-09,https://min-repo.com/3092012/,忍魂参～奥義皆伝ノ章～,492,2037,4362,115.6%
2026-05-09,https://min-repo.com/3092012/,スマスロ ドルアーガの塔,440,880,6214,104.7%
2026-05-09,https://min-repo.com/3092012/,スマスロ モンスターハンターライズ,489,787,6255,104.2%
2026-05-09,https://min-repo.com/3092012/,Lアクダマドライブ,488,-250,4733,97.7%
2026-05-09,https://min-repo.com/3092012/,クランキークレスト,237,-250,2222,93.7%
2026-05-09,https://min-repo.com/3092012/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,-500,5144,96.7%
2026-05-09,https://min-repo.com/3092012/,スマスロ新鬼武者3,490,-500,1440,82.8%
2026-05-09,https://min-repo.com/3092012/,ニューパルサーSP4 with 太鼓の達人,238,-750,3457,92.4%
2026-05-09,https://min-repo.com/3092012/,スマスロ秘宝伝,491,-750,5844,95.2%
2026-05-09,https://min-repo.com/3092012/,スマスロとある科学の超電磁砲2,439,-1000,1564,78.3%
2026-05-09,https://min-repo.com/3092012/,L絶対衝激IV,438,-1000,1070,56.7%
2026-05-10,https://min-repo.com/3094166/,スマスロ新鬼武者3,490,2454,4527,118.1%
2026-05-10,https://min-repo.com/3094166/,A-SLOT+ ディスクアップ ULTRAREMIX,243,2176,8971,108.1%
2026-05-10,https://min-repo.com/3094166/,スマスロ モンスターハンターライズ,489,1944,7984,108.1%
2026-05-10,https://min-repo.com/3094166/,クランキークレスト,237,1204,6914,105.8%
2026-05-10,https://min-repo.com/3094166/,スマスロ秘宝伝,491,926,5967,105.2%
2026-05-10,https://min-repo.com/3094166/,スマスロ ドルアーガの塔,440,46,1934,100.8%
2026-05-10,https://min-repo.com/3094166/,ニューパルサーSP4 with 太鼓の達人,238,-250,1358,90.9%
2026-05-10,https://min-repo.com/3094166/,L絶対衝激IV,438,-250,5144,97.3%
2026-05-10,https://min-repo.com/3094166/,Lアクダマドライブ,488,-500,6132,97%
2026-05-10,https://min-repo.com/3094166/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,-750,4568,93.6%
2026-05-10,https://min-repo.com/3094166/,忍魂参～奥義皆伝ノ章～,492,-1000,3992,87.6%
2026-05-10,https://min-repo.com/3094166/,スマスロとある科学の超電磁砲2,439,-1500,4362,85.5%
2026-05-10,https://min-repo.com/3094166/,L ToLOVEるダークネス,437,-2000,3210,77.9%
2026-05-11,https://min-repo.com/3095976/,スマスロ モンスターハンターライズ,489,1111,3745,109.9%
2026-05-11,https://min-repo.com/3095976/,スマスロ新鬼武者3,490,602,5391,103.7%
2026-05-11,https://min-repo.com/3095976/,スマスロ秘宝伝,491,324,1481,107.3%
2026-05-11,https://min-repo.com/3095976/,忍魂参～奥義皆伝ノ章～,492,-46,5062,99.7%
2026-05-11,https://min-repo.com/3095976/,L絶対衝激IV,438,-93,123,74.8%
2026-05-11,https://min-repo.com/3095976/,スマスロとある科学の超電磁砲2,439,-150,3909,98.4%
2026-05-11,https://min-repo.com/3095976/,スマスロ ドルアーガの塔,440,-150,1605,96.2%
2026-05-11,https://min-repo.com/3095976/,クランキークレスト,237,-1000,1523,73.6%
2026-05-11,https://min-repo.com/3095976/,ニューパルサーSP4 with 太鼓の達人,238,-1000,2305,81.9%
2026-05-11,https://min-repo.com/3095976/,L ToLOVEるダークネス,437,-1000,3827,87.5%
2026-05-11,https://min-repo.com/3095976/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,-1500,6584,89.9%
2026-05-11,https://min-repo.com/3095976/,A-SLOT+ ディスクアップ ULTRAREMIX,243,-2500,7407,87.3%
2026-05-11,https://min-repo.com/3095976/,Lアクダマドライブ,488,-5000,5185,67.9%
2026-05-12,https://min-repo.com/3098112/,A-SLOT+ ディスクアップ ULTRAREMIX,243,463,7737,102%
2026-05-12,https://min-repo.com/3098112/,L絶対衝激IV,438,324,453,123.8%
2026-05-12,https://min-repo.com/3098112/,スマスロ ドルアーガの塔,440,46,2840,100.5%
2026-05-12,https://min-repo.com/3098112/,Lアズールレーン THE ANIMATION,489,-46,8189,99.8%
2026-05-12,https://min-repo.com/3098112/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,-150,6091,99%
2026-05-12,https://min-repo.com/3098112/,忍魂参～奥義皆伝ノ章～,492,-500,3169,92.7%
2026-05-12,https://min-repo.com/3098112/,クランキークレスト,237,-1000,3333,89.8%
2026-05-12,https://min-repo.com/3098112/,スマスロ新鬼武者3,490,-1000,2963,86.5%
2026-05-12,https://min-repo.com/3098112/,ニューパルサーSP4 with 太鼓の達人,238,-1000,3580,87.9%
2026-05-12,https://min-repo.com/3098112/,スマスロ秘宝伝,491,-1500,2346,73%
2026-05-12,https://min-repo.com/3098112/,スマスロとある科学の超電磁砲2,439,-2500,3539,73.4%
2026-05-12,https://min-repo.com/3098112/,Lアクダマドライブ,488,-3000,5103,78.2%
2026-05-13,https://min-repo.com/3100180/,A-SLOT+ ディスクアップ ULTRAREMIX,243,4074,8560,115.9%
2026-05-13,https://min-repo.com/3100180/,スマスロ秘宝伝,491,3194,2675,139.8%
2026-05-13,https://min-repo.com/3100180/,クランキークレスト,237,1296,4033,110.7%
2026-05-13,https://min-repo.com/3100180/,ニューパルサーSP4 with 太鼓の達人,238,-46,5226,99.7%
2026-05-13,https://min-repo.com/3100180/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,-100,4444,99%
2026-05-13,https://min-repo.com/3100180/,スマスロ新鬼武者3,490,-150,2181,97.2%
2026-05-13,https://min-repo.com/3100180/,L絶対衝激IV,438,-500,1152,82.6%
2026-05-13,https://min-repo.com/3100180/,スマスロとある科学の超電磁砲2,439,-750,782,62.5%
2026-05-13,https://min-repo.com/3100180/,忍魂参～奥義皆伝ノ章～,492,-1000,1523,76.7%
2026-05-13,https://min-repo.com/3100180/,スマスロ ドルアーガの塔,440,-1000,3704,89.2%
2026-05-13,https://min-repo.com/3100180/,Lアズールレーン THE ANIMATION,489,-2000,3951,81.6%
2026-05-13,https://min-repo.com/3100180/,Lアクダマドライブ,488,-3500,3539,65.1%
2026-05-14,https://min-repo.com/3102032/,Lアクダマドライブ,488,1528,4115,112.4%
2026-05-14,https://min-repo.com/3102032/,スマスロ新鬼武者3,490,1528,4527,111.3%
2026-05-14,https://min-repo.com/3102032/,スマスロ秘宝伝,491,417,1852,107.5%
2026-05-14,https://min-repo.com/3102032/,忍魂参～奥義皆伝ノ章～,492,231,1523,105.1%
2026-05-14,https://min-repo.com/3102032/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,-200,3951,98.1%
2026-05-14,https://min-repo.com/3102032/,スマスロ ドルアーガの塔,440,-500,2181,88.7%
2026-05-14,https://min-repo.com/3102032/,クランキークレスト,237,-750,3292,90.6%
2026-05-14,https://min-repo.com/3102032/,ニューパルサーSP4 with 太鼓の達人,238,-750,3045,89.9%
2026-05-14,https://min-repo.com/3102032/,L絶対衝激IV,438,-1000,1770,80.8%
2026-05-14,https://min-repo.com/3102032/,スマスロとある科学の超電磁砲2,439,-1500,4074,85.6%
2026-05-14,https://min-repo.com/3102032/,Lアズールレーン THE ANIMATION,489,-1500,2346,73.7%
2026-05-14,https://min-repo.com/3102032/,A-SLOT+ ディスクアップ ULTRAREMIX,243,-4500,7613,79.7%
2026-05-15,https://min-repo.com/3103987/,忍魂参～奥義皆伝ノ章～,492,11898,7572,152.4%
2026-05-15,https://min-repo.com/3103987/,Lアクダマドライブ,488,2407,7490,110.7%
2026-05-15,https://min-repo.com/3103987/,Lアズールレーン THE ANIMATION,489,972,1605,120.2%
2026-05-15,https://min-repo.com/3103987/,スマスロ ドルアーガの塔,440,926,4486,106.9%
2026-05-15,https://min-repo.com/3103987/,クランキークレスト,237,602,3704,105.4%
2026-05-15,https://min-repo.com/3103987/,A-SLOT+ ディスクアップ ULTRAREMIX,243,556,8436,102.2%
2026-05-15,https://min-repo.com/3103987/,スマスロ秘宝伝,491,-100,3210,98.6%
2026-05-15,https://min-repo.com/3103987/,スマスロ新鬼武者3,490,-250,3374,97.3%
2026-05-15,https://min-repo.com/3103987/,ニューパルサーSP4 with 太鼓の達人,238,-1000,4979,93.2%
2026-05-15,https://min-repo.com/3103987/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,-1000,3868,90%
2026-05-15,https://min-repo.com/3103987/,L絶対衝激IV,438,-1000,2798,82.4%
2026-05-15,https://min-repo.com/3103987/,スマスロとある科学の超電磁砲2,439,-1500,3128,80.8%
2026-05-16,https://min-repo.com/3106140/,Lアズールレーン THE ANIMATION,489,8148,8066,133.7%
2026-05-16,https://min-repo.com/3106140/,L絶対衝激IV,438,2731,3128,129.1%
2026-05-16,https://min-repo.com/3106140/,スマスロ ドルアーガの塔,440,2454,3292,124.8%
2026-05-16,https://min-repo.com/3106140/,A-SLOT+ ディスクアップ ULTRAREMIX,243,1713,8189,107%
2026-05-16,https://min-repo.com/3106140/,Lアクダマドライブ,488,1713,4609,112.4%
2026-05-16,https://min-repo.com/3106140/,スマスロとある科学の超電磁砲2,439,1157,4033,109.6%
2026-05-16,https://min-repo.com/3106140/,クランキークレスト,237,185,6584,100.9%
2026-05-16,https://min-repo.com/3106140/,ニューパルサーSP4 with 太鼓の達人,238,139,3539,101.3%
2026-05-16,https://min-repo.com/3106140/,忍魂参～奥義皆伝ノ章～,492,-1500,1358,55.7%
2026-05-16,https://min-repo.com/3106140/,スマスロ新鬼武者3,490,-1500,3333,80.6%
2026-05-16,https://min-repo.com/3106140/,スマスロ秘宝伝,491,-1500,5144,87.4%
2026-05-16,https://min-repo.com/3106140/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,-1500,5802,88.6%
2026-05-17,https://min-repo.com/3108200/,スマスロとある科学の超電磁砲2,439,5278,3251,154.1%
2026-05-17,https://min-repo.com/3108200/,A-SLOT+ ディスクアップ ULTRAREMIX,243,3843,8272,115.5%
2026-05-17,https://min-repo.com/3108200/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,2176,6543,111.1%
2026-05-17,https://min-repo.com/3108200/,ニューパルサーSP4 with 太鼓の達人,238,463,2469,106.3%
2026-05-17,https://min-repo.com/3108200/,L絶対衝激IV,438,231,4156,101.9%
2026-05-17,https://min-repo.com/3108200/,クランキークレスト,237,93,6337,100.5%
2026-05-17,https://min-repo.com/3108200/,スマスロ ドルアーガの塔,440,-200,2305,96.7%
2026-05-17,https://min-repo.com/3108200/,Lアクダマドライブ,488,-500,5679,95.9%
2026-05-17,https://min-repo.com/3108200/,忍魂参～奥義皆伝ノ章～,492,-750,6337,94.9%
2026-05-17,https://min-repo.com/3108200/,スマスロ秘宝伝,491,-1500,2510,77.9%
2026-05-17,https://min-repo.com/3108200/,スマスロ新鬼武者3,490,-1500,5185,87.5%
2026-05-17,https://min-repo.com/3108200/,Lアズールレーン THE ANIMATION,489,-2000,5309,86%
2026-05-18,https://min-repo.com/3110289/,A-SLOT+ ディスクアップ ULTRAREMIX,243,2407,7695,110.4%
2026-05-18,https://min-repo.com/3110289/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,1019,7654,104.4%
2026-05-18,https://min-repo.com/3110289/,クランキークレスト,237,324,6296,101.7%
2026-05-18,https://min-repo.com/3110289/,忍魂参～奥義皆伝ノ章～,492,324,5226,102.1%
2026-05-18,https://min-repo.com/3110289/,L絶対衝激IV,438,-46,41,-
2026-05-18,https://min-repo.com/3110289/,Lアズールレーン THE ANIMATION,489,-200,2881,97.3%
2026-05-18,https://min-repo.com/3110289/,ニューパルサーSP4 with 太鼓の達人,238,-750,1770,83.4%
2026-05-18,https://min-repo.com/3110289/,スマスロとある科学の超電磁砲2,439,-1000,1152,61.1%
2026-05-18,https://min-repo.com/3110289/,スマスロ秘宝伝,491,-1500,5556,90.8%
2026-05-18,https://min-repo.com/3110289/,スマスロ新鬼武者3,490,-1500,1564,64.5%
2026-05-18,https://min-repo.com/3110289/,Lアクダマドライブ,488,-1500,1605,61.5%
2026-05-18,https://min-repo.com/3110289/,スマスロ ドルアーガの塔,440,-2000,2428,69.5%
2026-05-19,https://min-repo.com/3112242/,Lアクダマドライブ,488,2963,4156,123.8%
2026-05-19,https://min-repo.com/3112242/,スマスロ新鬼武者3,490,2639,2510,135%
2026-05-19,https://min-repo.com/3112242/,A-SLOT+ ディスクアップ ULTRAREMIX,243,2407,8107,109.9%
2026-05-19,https://min-repo.com/3112242/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,602,7160,102.8%
2026-05-19,https://min-repo.com/3112242/,スマスロ秘宝伝,491,509,1770,109.6%
2026-05-19,https://min-repo.com/3112242/,L絶対衝激IV,438,-93,741,95.8%
2026-05-19,https://min-repo.com/3112242/,クランキークレスト,237,-500,2140,89.9%
2026-05-19,https://min-repo.com/3112242/,スマスロ ドルアーガの塔,440,-750,1728,84.8%
2026-05-19,https://min-repo.com/3112242/,ニューパルサーSP4 with 太鼓の達人,238,-1000,5267,93%
2026-05-19,https://min-repo.com/3112242/,Lアズールレーン THE ANIMATION,489,-1000,1276,61.3%
2026-05-19,https://min-repo.com/3112242/,忍魂参～奥義皆伝ノ章～,492,-2500,4733,79.8%
