日付,source_url,機種,平均差枚,平均G数,勝率,出率
2026-03-01,https://min-repo.com/2951671/,L ToLOVEるダークネス TRANCE ver.8.7,3842,4266,3/3,130%
2026-03-01,https://min-repo.com/2951671/,吉宗,3438,2943,2/4,138.9%
2026-03-01,https://min-repo.com/2951671/,スマスロ鉄拳6,2130,6147,4/8,111.5%
2026-03-01,https://min-repo.com/2951671/,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,2033,8085,6/11,108.4%
2026-03-01,https://min-repo.com/2951671/,スマスロ ゴッドイーター リザレクション,1435,3306,1/3,114.5%
2026-03-01,https://min-repo.com/2951671/,A-SLOT+ ディスクアップ ULTRAREMIX,787,8251,1/2,103.2%
2026-03-01,https://min-repo.com/2951671/,スマスロ ハナビ,594,6845,4/6,102.9%
2026-03-01,https://min-repo.com/2951671/,バーサスリヴァイズ,556,7202,2/2,102.6%
2026-03-01,https://min-repo.com/2951671/,いざ！番長,478,5288,2/6,103%
2026-03-01,https://min-repo.com/2951671/,スマスロ 東京リベンジャーズ,409,4314,3/6,103.2%
2026-03-01,https://min-repo.com/2951671/,ウルトラミラクルジャグラー,361,6036,3/5,102%
2026-03-01,https://min-repo.com/2951671/,ゴーゴージャグラー３,234,6171,12/24,101.3%
2026-03-01,https://min-repo.com/2951671/,Lパチスロ かぐや様は告らせたい,232,5301,2/5,101.5%
2026-03-01,https://min-repo.com/2951671/,L不二子BT,162,6029,2/2,100.9%
2026-03-01,https://min-repo.com/2951671/,SHAKE BONUS TRIGGER,124,6776,2/3,100.6%
2026-03-01,https://min-repo.com/2951671/,機種,平均差枚,平均G数,勝率,出率
2026-03-01,https://min-repo.com/2951671/,ファンキージャグラー２ＫＴ,31,6197,7/12,100.2%
2026-03-01,https://min-repo.com/2951671/,ネオアイムジャグラーEX,15,5896,23/54,100.1%
2026-03-01,https://min-repo.com/2951671/,スマスロ スーパーブラックジャック,12,4877,2/4,100.1%
2026-03-01,https://min-repo.com/2951671/,沖ドキ！BLACK,-6,5461,11/17,100%
2026-03-01,https://min-repo.com/2951671/,スマスロ 沖ドキ!DUO アンコール,-69,3352,4/18,99.3%
2026-03-01,https://min-repo.com/2951671/,ハッピージャグラーＶＩＩＩ,-77,6938,2/3,99.6%
2026-03-01,https://min-repo.com/2951671/,Lスマスロ北斗の拳,-100,3800,5/9,99.1%
2026-03-01,https://min-repo.com/2951671/,マイジャグラーV,-100,6414,21/41,99.3%
2026-03-01,https://min-repo.com/2951671/,スマスロ北斗の拳 転生の章2,-100,6501,12/36,99.3%
2026-03-01,https://min-repo.com/2951671/,L範馬刃牙,-150,5613,1/5,99.1%
2026-03-01,https://min-repo.com/2951671/,スマスロ新鬼武者3,-200,3145,1/7,97.5%
2026-03-01,https://min-repo.com/2951671/,スマスロ痛いのは嫌なので防御力に極振りしたいと思います。,-250,2480,1/4,96.3%
2026-03-01,https://min-repo.com/2951671/,L東京喰種,-250,5321,9/20,98.2%
2026-03-01,https://min-repo.com/2951671/,ミスタージャグラー,-250,5622,2/4,97.8%
2026-03-01,https://min-repo.com/2951671/,ジャグラーガールズSS,-250,5015,2/8,97.2%
2026-03-01,https://min-repo.com/2951671/,機種,平均差枚,平均G数,勝率,出率
2026-03-01,https://min-repo.com/2951671/,スマスロ化物語,-250,7620,1/6,97.9%
2026-03-01,https://min-repo.com/2951671/,キングハナハナ-30,-250,4755,1/2,96.6%
2026-03-01,https://min-repo.com/2951671/,ニューキングハナハナV‐30,-500,5460,3/9,96.7%
2026-03-01,https://min-repo.com/2951671/,スマスロ モンスターハンターライズ,-500,6029,3/6,96.9%
2026-03-01,https://min-repo.com/2951671/,パチスロ　甲鉄城のカバネリ,-500,4485,1/3,95.6%
2026-03-01,https://min-repo.com/2951671/,Lパチスロ革命機ヴァルヴレイヴ2,-500,6428,7/20,96.8%
2026-03-01,https://min-repo.com/2951671/,LBパチスロ ヱヴァンゲリヲン～約束の扉～,-500,3560,0/2,93.3%
2026-03-01,https://min-repo.com/2951671/,スマスロ秘宝伝,-750,2091,1/5,87.7%
2026-03-01,https://min-repo.com/2951671/,スマスロモンキーターンV,-750,5659,3/16,95.5%
2026-03-01,https://min-repo.com/2951671/,L少女☆歌劇 レヴュースタァライト -The SLOT-,-750,3210,0/3,91.8%
2026-03-01,https://min-repo.com/2951671/,L戦国乙女４　戦乱に閃く炯眼の軍師,-750,4090,1/5,93.1%
2026-03-01,https://min-repo.com/2951671/,プリズムナナ,-750,4225,1/3,93.1%
2026-03-01,https://min-repo.com/2951671/,スマスロ バイオハザード5,-750,3800,1/3,91.9%
2026-03-01,https://min-repo.com/2951671/,アレックス ブライト,-750,5761,0/2,94.4%
2026-03-01,https://min-repo.com/2951671/,L無職転生～異世界行ったら本気だす～,-750,6406,2/6,94.9%
2026-03-01,https://min-repo.com/2951671/,機種,平均差枚,平均G数,勝率,出率
2026-03-01,https://min-repo.com/2951671/,Lパチスロ戦姫絶唱シンフォギア 正義の歌,-1000,3766,1/2,90.6%
2026-03-01,https://min-repo.com/2951671/,Lパチスロ炎炎ノ消防隊2,-1000,7319,6/20,95.1%
2026-03-01,https://min-repo.com/2951671/,忍魂参～奥義皆伝ノ章～,-1000,2346,0/2,83.2%
2026-03-01,https://min-repo.com/2951671/,スマスロ 攻殻機動隊,-1000,7399,2/5,94.6%
2026-03-01,https://min-repo.com/2951671/,Lパチスロからくりサーカス,-1250,1385,0/3,69.9%
2026-03-01,https://min-repo.com/2951671/,Lアズールレーン THE ANIMATION,-1250,4790,1/5,90.5%
2026-03-01,https://min-repo.com/2951671/,Lゴブリンスレイヤー,-1250,3477,2/10,86.6%
2026-03-01,https://min-repo.com/2951671/,クレアの秘宝伝～はじまりの扉と太陽の石～ボーナストリガーver.,-1500,5720,0/2,90.4%
2026-03-01,https://min-repo.com/2951671/,スマスロバジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,-1750,2737,0/2,77.4%
2026-03-01,https://min-repo.com/2951671/,L ToLOVEるダークネス,-2500,3525,0/3,76.1%
2026-03-01,https://min-repo.com/2951671/,L主役は銭形5,-2500,2894,0/3,68.4%
2026-03-02,https://min-repo.com/2955272/,スマスロ ゴッドイーター リザレクション,2315,2647,2/3,129.1%
2026-03-02,https://min-repo.com/2955272/,Lゴブリンスレイヤー,2148,2399,7/10,129.8%
2026-03-02,https://min-repo.com/2955272/,L戦国乙女４　戦乱に閃く炯眼の軍師,2102,2889,2/5,124.3%
2026-03-02,https://min-repo.com/2955272/,ミスタージャグラー,2026,5595,4/4,112.1%
2026-03-02,https://min-repo.com/2955272/,スマスロ バイオハザード5,1713,2730,1/3,120.9%
2026-03-02,https://min-repo.com/2955272/,L無職転生～異世界行ったら本気だす～,1482,3237,3/6,115.3%
2026-03-02,https://min-repo.com/2955272/,L不二子BT,1297,5474,2/2,107.9%
2026-03-02,https://min-repo.com/2955272/,L東京喰種,1285,3261,11/20,113.1%
2026-03-02,https://min-repo.com/2955272/,忍魂参～奥義皆伝ノ章～,1158,1934,1/2,120%
2026-03-02,https://min-repo.com/2955272/,いざ！番長,934,2750,3/6,111.3%
2026-03-02,https://min-repo.com/2955272/,L ToLOVEるダークネス TRANCE ver.8.7,648,3141,2/3,106.9%
2026-03-02,https://min-repo.com/2955272/,Lスマスロ北斗の拳,643,3434,3/9,106.2%
2026-03-02,https://min-repo.com/2955272/,スマスロ 沖ドキ!DUO アンコール,633,3823,9/18,105.5%
2026-03-02,https://min-repo.com/2955272/,スマスロ モンスターハンターライズ,540,4595,2/6,103.9%
2026-03-02,https://min-repo.com/2955272/,スマスロバジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,371,2654,1/2,104.7%
2026-03-02,https://min-repo.com/2955272/,機種,平均差枚,平均G数,勝率,出率
2026-03-02,https://min-repo.com/2955272/,スマスロ ハナビ,332,7716,2/6,101.4%
2026-03-02,https://min-repo.com/2955272/,スマスロ スーパーブラックジャック,232,2438,1/4,103.2%
2026-03-02,https://min-repo.com/2955272/,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,227,3060,2/11,102.5%
2026-03-02,https://min-repo.com/2955272/,ニューキングハナハナV‐30,154,3336,4/9,101.5%
2026-03-02,https://min-repo.com/2955272/,沖ドキ！BLACK,90,2680,9/17,101.1%
2026-03-02,https://min-repo.com/2955272/,A-SLOT+ ディスクアップ ULTRAREMIX,70,6975,1/2,100.3%
2026-03-02,https://min-repo.com/2955272/,プリズムナナ,46,2332,2/3,100.7%
2026-03-02,https://min-repo.com/2955272/,ウルトラミラクルジャグラー,-19,2556,2/5,99.8%
2026-03-02,https://min-repo.com/2955272/,アレックス ブライト,-23,5926,1/2,99.9%
2026-03-02,https://min-repo.com/2955272/,スマスロモンキーターンV,-43,2999,5/16,99.5%
2026-03-02,https://min-repo.com/2955272/,L範馬刃牙,-65,1695,2/5,98.7%
2026-03-02,https://min-repo.com/2955272/,Lパチスロ革命機ヴァルヴレイヴ2,-74,2644,7/20,99.1%
2026-03-02,https://min-repo.com/2955272/,ジャグラーガールズSS,-100,3333,2/8,98.7%
2026-03-02,https://min-repo.com/2955272/,ゴーゴージャグラー３,-150,4266,10/24,98.8%
2026-03-02,https://min-repo.com/2955272/,マイジャグラーV,-200,5476,14/41,98.7%
2026-03-02,https://min-repo.com/2955272/,機種,平均差枚,平均G数,勝率,出率
2026-03-02,https://min-repo.com/2955272/,キングハナハナ-30,-200,2418,0/2,97.1%
2026-03-02,https://min-repo.com/2955272/,スマスロ 東京リベンジャーズ,-250,1468,2/6,93%
2026-03-02,https://min-repo.com/2955272/,バーサスリヴァイズ,-250,6297,0/2,98.3%
2026-03-02,https://min-repo.com/2955272/,L少女☆歌劇 レヴュースタァライト -The SLOT-,-250,2538,0/3,95.1%
2026-03-02,https://min-repo.com/2955272/,吉宗,-250,2655,1/4,94.6%
2026-03-02,https://min-repo.com/2955272/,ネオアイムジャグラーEX,-250,3977,14/54,96.2%
2026-03-02,https://min-repo.com/2955272/,クレアの秘宝伝～はじまりの扉と太陽の石～ボーナストリガーver.,-250,1975,1/2,91.8%
2026-03-02,https://min-repo.com/2955272/,スマスロ北斗の拳 転生の章2,-250,6123,10/36,97.3%
2026-03-02,https://min-repo.com/2955272/,Lパチスロ かぐや様は告らせたい,-500,3646,2/5,95.3%
2026-03-02,https://min-repo.com/2955272/,SHAKE BONUS TRIGGER,-500,5062,1/3,96.3%
2026-03-02,https://min-repo.com/2955272/,スマスロ秘宝伝,-500,1086,0/5,81%
2026-03-02,https://min-repo.com/2955272/,パチスロ　甲鉄城のカバネリ,-500,5185,1/3,95.9%
2026-03-02,https://min-repo.com/2955272/,スマスロ 攻殻機動隊,-500,6346,1/5,96.6%
2026-03-02,https://min-repo.com/2955272/,ファンキージャグラー２ＫＴ,-500,4517,2/12,95.1%
2026-03-02,https://min-repo.com/2955272/,ハッピージャグラーＶＩＩＩ,-500,4791,0/3,95.4%
2026-03-02,https://min-repo.com/2955272/,機種,平均差枚,平均G数,勝率,出率
2026-03-02,https://min-repo.com/2955272/,スマスロ化物語,-750,5405,2/6,94.9%
2026-03-02,https://min-repo.com/2955272/,Lパチスロ炎炎ノ消防隊2,-750,5677,6/20,94.8%
2026-03-02,https://min-repo.com/2955272/,Lアズールレーン THE ANIMATION,-1000,2436,2/5,86.3%
2026-03-02,https://min-repo.com/2955272/,スマスロ新鬼武者3,-1000,3757,0/7,89%
2026-03-02,https://min-repo.com/2955272/,L ToLOVEるダークネス,-1250,2359,1/3,80.2%
2026-03-02,https://min-repo.com/2955272/,スマスロ痛いのは嫌なので防御力に極振りしたいと思います。,-1250,2593,0/4,81.4%
2026-03-02,https://min-repo.com/2955272/,LBパチスロ ヱヴァンゲリヲン～約束の扉～,-1500,3416,0/2,83.7%
2026-03-02,https://min-repo.com/2955272/,Lパチスロ戦姫絶唱シンフォギア 正義の歌,-1750,1626,0/2,62%
2026-03-02,https://min-repo.com/2955272/,Lパチスロからくりサーカス,-2000,2044,0/3,64%
2026-03-02,https://min-repo.com/2955272/,スマスロ鉄拳6,-2250,5360,2/8,85.8%
2026-03-02,https://min-repo.com/2955272/,L主役は銭形5,-2250,2483,0/3,69.1%
2026-03-03,https://min-repo.com/2955653/,クレアの秘宝伝～はじまりの扉と太陽の石～ボーナストリガーver.,3102,7079,2/2,114.6%
2026-03-03,https://min-repo.com/2955653/,スマスロ化物語,2894,8436,5/6,111.4%
2026-03-03,https://min-repo.com/2955653/,いざ！番長,2647,6207,4/6,114.2%
2026-03-03,https://min-repo.com/2955653/,吉宗,2616,3508,2/4,124.9%
2026-03-03,https://min-repo.com/2955653/,スマスロ新鬼武者3,2242,6919,4/7,110.8%
2026-03-03,https://min-repo.com/2955653/,L ToLOVEるダークネス TRANCE ver.8.7,1898,2990,2/3,121.2%
2026-03-03,https://min-repo.com/2955653/,スマスロ バイオハザード5,1852,7970,3/3,107.7%
2026-03-03,https://min-repo.com/2955653/,スマスロ痛いのは嫌なので防御力に極振りしたいと思います。,1840,7130,2/4,108.6%
2026-03-03,https://min-repo.com/2955653/,L主役は銭形5,1821,4157,1/3,114.6%
2026-03-03,https://min-repo.com/2955653/,L戦国乙女４　戦乱に閃く炯眼の軍師,1380,6502,4/5,107.1%
2026-03-03,https://min-repo.com/2955653/,L ToLOVEるダークネス,1142,3224,1/3,111.8%
2026-03-03,https://min-repo.com/2955653/,スマスロ 東京リベンジャーズ,1049,7401,4/6,104.7%
2026-03-03,https://min-repo.com/2955653/,Lアズールレーン THE ANIMATION,1009,4716,2/5,107.1%
2026-03-03,https://min-repo.com/2955653/,L不二子BT,996,7572,1/2,104.4%
2026-03-03,https://min-repo.com/2955653/,L少女☆歌劇 レヴュースタァライト -The SLOT-,695,3018,1/3,107.7%
2026-03-03,https://min-repo.com/2955653/,機種,平均差枚,平均G数,勝率,出率
2026-03-03,https://min-repo.com/2955653/,Lパチスロからくりサーカス,664,3690,2/3,106%
2026-03-03,https://min-repo.com/2955653/,ミスタージャグラー,567,6003,3/4,103.1%
2026-03-03,https://min-repo.com/2955653/,スマスロ ゴッドイーター リザレクション,556,4184,2/3,104.4%
2026-03-03,https://min-repo.com/2955653/,L東京喰種,539,6755,11/20,102.7%
2026-03-03,https://min-repo.com/2955653/,Lゴブリンスレイヤー,509,4523,4/10,103.8%
2026-03-03,https://min-repo.com/2955653/,スマスロ ハナビ,417,7250,3/6,101.9%
2026-03-03,https://min-repo.com/2955653/,ウルトラミラクルジャグラー,389,4572,3/5,102.8%
2026-03-03,https://min-repo.com/2955653/,アレックス ブライト,301,2675,2/2,103.8%
2026-03-03,https://min-repo.com/2955653/,スマスロ 攻殻機動隊,287,7868,2/5,101.2%
2026-03-03,https://min-repo.com/2955653/,スマスロ鉄拳6,266,4985,4/8,101.8%
2026-03-03,https://min-repo.com/2955653/,ジャグラーガールズSS,261,5295,4/8,101.6%
2026-03-03,https://min-repo.com/2955653/,プリズムナナ,185,4980,2/3,101.2%
2026-03-03,https://min-repo.com/2955653/,スマスロモンキーターンV,182,5748,8/16,101.1%
2026-03-03,https://min-repo.com/2955653/,Lパチスロ かぐや様は告らせたい,111,4593,1/5,100.8%
2026-03-03,https://min-repo.com/2955653/,Lパチスロ革命機ヴァルヴレイヴ2,90,5459,9/20,100.6%
2026-03-03,https://min-repo.com/2955653/,機種,平均差枚,平均G数,勝率,出率
2026-03-03,https://min-repo.com/2955653/,パチスロ　甲鉄城のカバネリ,15,6228,1/3,100.1%
2026-03-03,https://min-repo.com/2955653/,スマスロ スーパーブラックジャック,0,5154,1/4,100%
2026-03-03,https://min-repo.com/2955653/,ゴーゴージャグラー３,-6,6264,12/24,100%
2026-03-03,https://min-repo.com/2955653/,ファンキージャグラー２ＫＴ,-27,6213,6/12,99.9%
2026-03-03,https://min-repo.com/2955653/,キングハナハナ-30,-70,4471,1/2,99.5%
2026-03-03,https://min-repo.com/2955653/,SHAKE BONUS TRIGGER,-100,6557,2/3,99.4%
2026-03-03,https://min-repo.com/2955653/,マイジャグラーV,-100,6096,14/41,99.3%
2026-03-03,https://min-repo.com/2955653/,ネオアイムジャグラーEX,-200,5646,19/54,98.7%
2026-03-03,https://min-repo.com/2955653/,ニューキングハナハナV‐30,-250,5693,2/9,98.4%
2026-03-03,https://min-repo.com/2955653/,スマスロ北斗の拳 転生の章2,-250,7014,15/36,98.7%
2026-03-03,https://min-repo.com/2955653/,LBパチスロ ヱヴァンゲリヲン～約束の扉～,-250,7840,1/2,98.5%
2026-03-03,https://min-repo.com/2955653/,A-SLOT+ ディスクアップ ULTRAREMIX,-250,6050,1/2,98.1%
2026-03-03,https://min-repo.com/2955653/,Lスマスロ北斗の拳,-250,5606,4/9,97.8%
2026-03-03,https://min-repo.com/2955653/,バーサスリヴァイズ,-250,4794,0/2,96.8%
2026-03-03,https://min-repo.com/2955653/,スマスロ 沖ドキ!DUO アンコール,-500,4653,5/18,95.2%
2026-03-03,https://min-repo.com/2955653/,機種,平均差枚,平均G数,勝率,出率
2026-03-03,https://min-repo.com/2955653/,L無職転生～異世界行ったら本気だす～,-500,4582,2/6,94.8%
2026-03-03,https://min-repo.com/2955653/,スマスロ秘宝伝,-1000,3333,0/5,89%
2026-03-03,https://min-repo.com/2955653/,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,-1000,7000,3/11,94.5%
2026-03-03,https://min-repo.com/2955653/,ハッピージャグラーＶＩＩＩ,-1000,4103,0/3,90.2%
2026-03-03,https://min-repo.com/2955653/,沖ドキ！BLACK,-1250,4866,5/17,90.9%
2026-03-03,https://min-repo.com/2955653/,Lパチスロ炎炎ノ消防隊2,-1250,7745,5/20,93.8%
2026-03-03,https://min-repo.com/2955653/,忍魂参～奥義皆伝ノ章～,-1500,4198,0/2,86.9%
2026-03-03,https://min-repo.com/2955653/,L範馬刃牙,-1750,4272,1/5,85.6%
2026-03-03,https://min-repo.com/2955653/,スマスロ モンスターハンターライズ,-1750,3519,0/6,81.3%
2026-03-03,https://min-repo.com/2955653/,Lパチスロ戦姫絶唱シンフォギア 正義の歌,-2250,3087,0/2,73.5%
2026-03-03,https://min-repo.com/2955653/,スマスロバジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,-2500,2470,0/2,63.8%
2026-03-04,https://min-repo.com/2958083/,スマスロ 攻殻機動隊,2824,6181,3/5,115.2%
2026-03-04,https://min-repo.com/2958083/,吉宗,2142,3261,2/4,121.9%
2026-03-04,https://min-repo.com/2958083/,Lアズールレーン THE ANIMATION,1269,3004,4/5,114.1%
2026-03-04,https://min-repo.com/2958083/,Lスマスロ北斗の拳,1054,2643,5/9,113.3%
2026-03-04,https://min-repo.com/2958083/,スマスロバジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,1019,1605,1/2,121.2%
2026-03-04,https://min-repo.com/2958083/,A-SLOT+ ディスクアップ ULTRAREMIX,949,8334,1/2,103.8%
2026-03-04,https://min-repo.com/2958083/,Lパチスロ革命機ヴァルヴレイヴ2,588,2482,9/20,107.9%
2026-03-04,https://min-repo.com/2958083/,プリズムナナ,586,2263,1/3,108.6%
2026-03-04,https://min-repo.com/2958083/,キングハナハナ-30,510,1223,1/2,113.9%
2026-03-04,https://min-repo.com/2958083/,ハッピージャグラーＶＩＩＩ,448,5118,2/3,102.9%
2026-03-04,https://min-repo.com/2958083/,スマスロ秘宝伝,348,1708,1/2,106.8%
2026-03-04,https://min-repo.com/2958083/,バーサスリヴァイズ,209,6955,1/2,101%
2026-03-04,https://min-repo.com/2958083/,スマスロ 東京リベンジャーズ,201,1371,2/3,104.9%
2026-03-04,https://min-repo.com/2958083/,スマスロ ゴッドイーター リザレクション,154,1481,2/3,103.5%
2026-03-04,https://min-repo.com/2958083/,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,34,1758,4/11,100.6%
2026-03-04,https://min-repo.com/2958083/,機種,平均差枚,平均G数,勝率,出率
2026-03-04,https://min-repo.com/2958083/,スマスロモンキーターンV,12,3446,4/16,100.1%
2026-03-04,https://min-repo.com/2958083/,沖ドキ！BLACK,3,2980,10/17,100%
2026-03-04,https://min-repo.com/2958083/,ネオアイムジャグラーEX,-2,4177,22/54,100%
2026-03-04,https://min-repo.com/2958083/,L少女☆歌劇 レヴュースタァライト -The SLOT-,-62,3059,2/3,99.3%
2026-03-04,https://min-repo.com/2958083/,ミスタージャグラー,-100,2900,2/4,98.7%
2026-03-04,https://min-repo.com/2958083/,ニューキングハナハナV‐30,-100,1732,3/9,97.4%
2026-03-04,https://min-repo.com/2958083/,ウルトラミラクルジャグラー,-150,3314,2/5,98.4%
2026-03-04,https://min-repo.com/2958083/,マイジャグラーV,-150,4334,13/41,98.8%
2026-03-04,https://min-repo.com/2958083/,Lパチスロ かぐや様は告らせたい,-150,2469,2/5,97.8%
2026-03-04,https://min-repo.com/2958083/,スマスロ 沖ドキ!DUO アンコール,-150,1829,6/9,96.9%
2026-03-04,https://min-repo.com/2958083/,スマスロ化物語,-200,4150,2/6,98.4%
2026-03-04,https://min-repo.com/2958083/,クレアの秘宝伝～はじまりの扉と太陽の石～ボーナストリガーver.,-200,5741,0/2,98.8%
2026-03-04,https://min-repo.com/2958083/,ゴーゴージャグラー３,-250,4392,8/24,98%
2026-03-04,https://min-repo.com/2958083/,L東京喰種,-250,3171,6/20,97.1%
2026-03-04,https://min-repo.com/2958083/,ジャグラーガールズSS,-250,4050,3/8,97.6%
2026-03-04,https://min-repo.com/2958083/,機種,平均差枚,平均G数,勝率,出率
2026-03-04,https://min-repo.com/2958083/,スマスロ痛いのは嫌なので防御力に極振りしたいと思います。,-250,1543,1/4,93%
2026-03-04,https://min-repo.com/2958083/,LBパチスロ ヱヴァンゲリヲン～約束の扉～,-250,1770,0/2,92.6%
2026-03-04,https://min-repo.com/2958083/,Lパチスロ炎炎ノ消防隊2,-250,4475,6/20,96.8%
2026-03-04,https://min-repo.com/2958083/,L無職転生～異世界行ったら本気だす～,-250,3114,1/6,94.8%
2026-03-04,https://min-repo.com/2958083/,L戦国乙女４　戦乱に閃く炯眼の軍師,-500,1379,0/4,87.1%
2026-03-04,https://min-repo.com/2958083/,アレックス ブライト,-500,5926,0/2,96.5%
2026-03-04,https://min-repo.com/2958083/,スマスロ新鬼武者3,-500,2181,2/5,90.4%
2026-03-04,https://min-repo.com/2958083/,L ToLOVEるダークネス,-500,3100,1/3,92.5%
2026-03-04,https://min-repo.com/2958083/,スマスロ バイオハザード5,-500,1660,0/3,85.4%
2026-03-04,https://min-repo.com/2958083/,L主役は銭形5,-500,988,0/2,75%
2026-03-04,https://min-repo.com/2958083/,スマスロ北斗の拳 転生の章2,-750,4131,11/36,93.8%
2026-03-04,https://min-repo.com/2958083/,スマスロ ハナビ,-750,6365,0/6,95.7%
2026-03-04,https://min-repo.com/2958083/,ファンキージャグラー２ＫＴ,-750,3531,0/12,92.1%
2026-03-04,https://min-repo.com/2958083/,スマスロ スーパーブラックジャック,-750,2702,1/3,89.5%
2026-03-04,https://min-repo.com/2958083/,Lゴブリンスレイヤー,-750,1729,0/6,80.8%
2026-03-04,https://min-repo.com/2958083/,機種,平均差枚,平均G数,勝率,出率
2026-03-04,https://min-repo.com/2958083/,L範馬刃牙,-1000,3449,1/5,88.5%
2026-03-04,https://min-repo.com/2958083/,L不二子BT,-1250,1543,0/2,72.5%
2026-03-04,https://min-repo.com/2958083/,スマスロ モンスターハンターライズ,-1250,4636,1/6,90.7%
2026-03-04,https://min-repo.com/2958083/,パチスロ　甲鉄城のカバネリ,-1250,3073,0/3,85.4%
2026-03-04,https://min-repo.com/2958083/,スマスロ鉄拳6,-1250,3284,1/10,86.3%
2026-03-04,https://min-repo.com/2958083/,SHAKE BONUS TRIGGER,-1250,2963,0/3,83.5%
2026-03-04,https://min-repo.com/2958083/,いざ！番長,-1750,5734,0/3,88.4%
2026-03-04,https://min-repo.com/2958083/,スマスロ サンダーV,0,0,0/5,-
2026-03-04,https://min-repo.com/2958083/,沖ドキ!ゴージャス 30Φ,0,0,0/9,-
2026-03-04,https://min-repo.com/2958083/,スマスロ 甲鉄城のカバネリ 海門決戦,0,0,0/21,-
2026-03-05,https://min-repo.com/2959680/,スマスロ鉄拳6,2713,7823,9/10,111.6%
2026-03-05,https://min-repo.com/2959680/,Lスマスロ北斗の拳,1780,1857,5/9,132%
2026-03-05,https://min-repo.com/2959680/,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,1157,2578,7/11,115%
2026-03-05,https://min-repo.com/2959680/,スマスロ 東京リベンジャーズ,1111,3128,2/3,111.8%
2026-03-05,https://min-repo.com/2959680/,アレックス ブライト,995,4630,2/2,107.2%
2026-03-05,https://min-repo.com/2959680/,バーサスリヴァイズ,857,5494,1/2,105.2%
2026-03-05,https://min-repo.com/2959680/,スマスロモンキーターンV,651,3717,6/16,105.8%
2026-03-05,https://min-repo.com/2959680/,L少女☆歌劇 レヴュースタァライト -The SLOT-,617,2785,2/3,107.4%
2026-03-05,https://min-repo.com/2959680/,ファンキージャグラー２ＫＴ,382,6314,7/12,102%
2026-03-05,https://min-repo.com/2959680/,ミスタージャグラー,371,7136,3/4,101.7%
2026-03-05,https://min-repo.com/2959680/,L主役は銭形5,324,2819,1/2,103.8%
2026-03-05,https://min-repo.com/2959680/,キングハナハナ-30,301,8075,1/2,101.2%
2026-03-05,https://min-repo.com/2959680/,ジャグラーガールズSS,237,4379,4/8,101.8%
2026-03-05,https://min-repo.com/2959680/,L範馬刃牙,167,2214,1/5,102.5%
2026-03-05,https://min-repo.com/2959680/,ネオアイムジャグラーEX,140,5528,25/54,100.8%
2026-03-05,https://min-repo.com/2959680/,機種,平均差枚,平均G数,勝率,出率
2026-03-05,https://min-repo.com/2959680/,Lパチスロ革命機ヴァルヴレイヴ2,137,3020,9/20,101.5%
2026-03-05,https://min-repo.com/2959680/,パチスロ　甲鉄城のカバネリ,93,4993,1/3,100.6%
2026-03-05,https://min-repo.com/2959680/,ウルトラミラクルジャグラー,83,3960,3/5,100.7%
2026-03-05,https://min-repo.com/2959680/,吉宗,58,1420,2/4,101.4%
2026-03-05,https://min-repo.com/2959680/,Lパチスロ炎炎ノ消防隊2,35,6669,10/20,100.2%
2026-03-05,https://min-repo.com/2959680/,L東京喰種,-12,3481,8/20,99.9%
2026-03-05,https://min-repo.com/2959680/,プリズムナナ,-15,2126,2/3,99.8%
2026-03-05,https://min-repo.com/2959680/,ニューキングハナハナV‐30,-56,3977,3/9,99.5%
2026-03-05,https://min-repo.com/2959680/,スマスロ サンダーV,-74,7679,3/5,99.7%
2026-03-05,https://min-repo.com/2959680/,ゴーゴージャグラー３,-91,5717,10/24,99.5%
2026-03-05,https://min-repo.com/2959680/,SHAKE BONUS TRIGGER,-93,4582,1/3,99.3%
2026-03-05,https://min-repo.com/2959680/,マイジャグラーV,-150,6270,17/41,99.1%
2026-03-05,https://min-repo.com/2959680/,Lアズールレーン THE ANIMATION,-200,2469,2/5,97.3%
2026-03-05,https://min-repo.com/2959680/,スマスロ痛いのは嫌なので防御力に極振りしたいと思います。,-200,3148,1/4,97.8%
2026-03-05,https://min-repo.com/2959680/,L戦国乙女４　戦乱に閃く炯眼の軍師,-200,1842,1/4,95.8%
2026-03-05,https://min-repo.com/2959680/,機種,平均差枚,平均G数,勝率,出率
2026-03-05,https://min-repo.com/2959680/,スマスロ ハナビ,-250,6495,2/6,98.6%
2026-03-05,https://min-repo.com/2959680/,スマスロ秘宝伝,-250,1893,0/2,93.5%
2026-03-05,https://min-repo.com/2959680/,Lゴブリンスレイヤー,-250,3464,2/6,95.9%
2026-03-05,https://min-repo.com/2959680/,スマスロ新鬼武者3,-250,2848,2/5,94.8%
2026-03-05,https://min-repo.com/2959680/,沖ドキ！BLACK,-250,2735,5/17,94.4%
