日付,source_url,機種,平均差枚,平均G数,勝率,出率
2026-06-06,https://min-repo.com/3150573/,ドラゴンハナハナ～閃光～‐30,1306,6805,3/5,106.4%
2026-06-06,https://min-repo.com/3150573/,A-SLOT+異世界かるてっとBT,1260,4624,1/2,109.1%
2026-06-06,https://min-repo.com/3150573/,スマスロ新鬼武者3,1194,6954,2/5,105.7%
2026-06-06,https://min-repo.com/3150573/,スマート沖スロ ニューキングハナハナV,1079,8431,6/8,104.3%
2026-06-06,https://min-repo.com/3150573/,Lタクトオーパス デスティニー,850,8676,1/2,103.3%
2026-06-06,https://min-repo.com/3150573/,ネオアイムジャグラーEX,823,7076,3/6,103.9%
2026-06-06,https://min-repo.com/3150573/,スマスロ ハナビ,730,4942,1/2,104.9%
2026-06-06,https://min-repo.com/3150573/,マイジャグラーV,722,7763,5/9,103.1%
2026-06-06,https://min-repo.com/3150573/,Lパチスロ かぐや様は告らせたい,718,8262,2/4,102.9%
2026-06-06,https://min-repo.com/3150573/,ハッピージャグラーＶＩＩＩ,707,6394,2/3,103.7%
2026-06-06,https://min-repo.com/3150573/,ハイビリターン-30,465,2583,2/4,106%
2026-06-06,https://min-repo.com/3150573/,アレックス ブライト,465,3780,2/2,104.1%
2026-06-06,https://min-repo.com/3150573/,スマスロ スーパーリオエース2,230,7873,1/3,101%
2026-06-06,https://min-repo.com/3150573/,機種,平均差枚,平均G数,勝率,出率
2026-06-06,https://min-repo.com/3150573/,キングハナハナ-30,223,6680,4/12,101.1%
2026-06-06,https://min-repo.com/3150573/,ゴーゴージャグラー３,124,6792,6/12,100.6%
2026-06-06,https://min-repo.com/3150573/,Lパチスロ炎炎ノ消防隊2,-24,7148,2/5,99.9%
2026-06-06,https://min-repo.com/3150573/,LBパチスロ ヱヴァンゲリヲン～約束の扉～,-200,9120,1/2,99.3%
2026-06-06,https://min-repo.com/3150573/,ジャグラーガールズSS,-200,5468,1/4,98.7%
2026-06-06,https://min-repo.com/3150573/,スマスロ鉄拳6,-200,7744,2/4,99%
2026-06-06,https://min-repo.com/3150573/,スマスロネオプラネット,-250,5480,1/2,98.2%
2026-06-06,https://min-repo.com/3150573/,沖ドキ！BLACK,-500,4847,1/4,96.1%
2026-06-06,https://min-repo.com/3150573/,新ハナビ,-500,3297,0/2,93.9%
2026-06-06,https://min-repo.com/3150573/,Lアズールレーン THE ANIMATION,-750,2527,0/2,90%
2026-06-06,https://min-repo.com/3150573/,スマスロ 沖ドキ!DUO アンコール,-750,4003,1/4,93.2%
2026-06-06,https://min-repo.com/3150573/,スマスロ サンダーV,-750,3359,0/2,91.8%
2026-06-06,https://min-repo.com/3150573/,L範馬刃牙,-750,6720,0/2,95.8%
2026-06-06,https://min-repo.com/3150573/,クレアの秘宝伝～はじまりの扉と太陽の石～ボーナストリガーver.,-750,3415,0/2,90.9%
2026-06-06,https://min-repo.com/3150573/,バーサスリヴァイズ,-1000,3129,0/2,88.8%
2026-06-06,https://min-repo.com/3150573/,機種,平均差枚,平均G数,勝率,出率
2026-06-06,https://min-repo.com/3150573/,L主役は銭形5,-1000,7017,0/2,94.5%
2026-06-06,https://min-repo.com/3150573/,L戦国乙女４　戦乱に閃く炯眼の軍師,-1250,6511,1/3,93.4%
2026-06-06,https://min-repo.com/3150573/,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,-1250,8449,1/3,94.2%
2026-06-06,https://min-repo.com/3150573/,スマスロ秘宝伝,-1500,3938,0/3,86.1%
2026-06-06,https://min-repo.com/3150573/,スマスロ モンスターハンターライズ,-2000,5973,0/3,88.7%
2026-06-06,https://min-repo.com/3150573/,スマスロ スーパーブラックジャック,-2250,4068,0/2,80.4%
2026-06-06,https://min-repo.com/3150573/,Lパチスロからくりサーカス,-2750,8804,1/3,89.6%
2026-06-06,https://min-repo.com/3150573/,スマスロ ゴブリンスレイヤーⅡ,-2750,3811,0/3,75.4%
2026-06-07,https://min-repo.com/3151015/,バーサスリヴァイズ,1458,7120,2/2,106.8%
2026-06-07,https://min-repo.com/3151015/,ニューキングハナハナV‐30,1177,6456,5/7,106.1%
2026-06-07,https://min-repo.com/3151015/,パチスロ　甲鉄城のカバネリ,880,2936,2/3,110%
2026-06-07,https://min-repo.com/3151015/,L東京喰種,760,6593,21/36,103.8%
2026-06-07,https://min-repo.com/3151015/,スマスロ鉄拳6,729,3436,2/4,107.1%
2026-06-07,https://min-repo.com/3151015/,SHAKE BONUS TRIGGER,648,4013,1/2,105.4%
2026-06-07,https://min-repo.com/3151015/,L無職転生～異世界行ったら本気だす～,621,3053,1/5,106.8%
2026-06-07,https://min-repo.com/3151015/,沖ドキ！BLACK,563,3798,14/20,104.9%
2026-06-07,https://min-repo.com/3151015/,スマスロ 甲鉄城のカバネリ 海門決戦,534,7123,9/21,102.5%
2026-06-07,https://min-repo.com/3151015/,LBスロットGALFY,487,5227,1/2,103.1%
2026-06-07,https://min-repo.com/3151015/,アレックス ブライト,452,4043,3/4,103.7%
2026-06-07,https://min-repo.com/3151015/,L不二子BT,417,2359,2/3,105.9%
2026-06-07,https://min-repo.com/3151015/,Lパチスロ炎炎ノ消防隊2,347,3210,4/10,103.6%
2026-06-07,https://min-repo.com/3151015/,スマスロ ミリオンゴッド-神々の軌跡-,341,7718,5/11,101.5%
2026-06-07,https://min-repo.com/3151015/,ウルトラミラクルジャグラー,315,6803,3/5,101.5%
2026-06-07,https://min-repo.com/3151015/,機種,平均差枚,平均G数,勝率,出率
2026-06-07,https://min-repo.com/3151015/,Lスマスロ北斗の拳,247,4623,2/3,101.8%
2026-06-07,https://min-repo.com/3151015/,ジャグラーガールズSS,162,4285,2/4,101.3%
2026-06-07,https://min-repo.com/3151015/,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,143,5006,3/11,101%
2026-06-07,https://min-repo.com/3151015/,Lアクダマドライブ,62,4211,2/3,100.5%
2026-06-07,https://min-repo.com/3151015/,スマスロ 攻殻機動隊,0,5177,2/5,100%
2026-06-07,https://min-repo.com/3151015/,マイジャグラーV,-15,5959,17/41,99.9%
2026-06-07,https://min-repo.com/3151015/,スマスロ ハナビ,-21,3855,4/9,99.8%
2026-06-07,https://min-repo.com/3151015/,スマスロ バイオハザード5,-77,3882,1/3,99.3%
2026-06-07,https://min-repo.com/3151015/,アニマルスロット ドッチ,-93,5782,1/2,99.5%
2026-06-07,https://min-repo.com/3151015/,ファンキージャグラー２ＫＴ,-100,5046,6/16,99.3%
2026-06-07,https://min-repo.com/3151015/,ゴーゴージャグラー３,-200,5064,10/24,98.6%
2026-06-07,https://min-repo.com/3151015/,ネオアイムジャグラーEX,-200,4488,20/54,98.2%
2026-06-07,https://min-repo.com/3151015/,Lパチスロ 機動戦士ガンダムユニコーン 覚醒DRIVE,-250,1547,1/5,94.2%
2026-06-07,https://min-repo.com/3151015/,ハッピージャグラーＶＩＩＩ,-250,3957,2/3,97.5%
2026-06-07,https://min-repo.com/3151015/,スマスロ化物語,-250,5305,5/10,98%
2026-06-07,https://min-repo.com/3151015/,機種,平均差枚,平均G数,勝率,出率
2026-06-07,https://min-repo.com/3151015/,Lパチスロ かぐや様は告らせたい,-250,3745,3/10,96.7%
2026-06-07,https://min-repo.com/3151015/,スマスロモンキーターンV,-250,4699,2/10,96.9%
2026-06-07,https://min-repo.com/3151015/,ミスタージャグラー,-500,2958,1/4,94.1%
2026-06-07,https://min-repo.com/3151015/,スマスロ バイオハザードRE:3,-500,4643,3/11,96%
2026-06-07,https://min-repo.com/3151015/,スマスロ サンダーV,-500,4551,1/5,95.9%
2026-06-07,https://min-repo.com/3151015/,Lパチスロ革命機ヴァルヴレイヴ2,-750,4482,4/10,94.4%
2026-06-07,https://min-repo.com/3151015/,沖ドキ!ゴージャス 30Φ,-750,5094,4/9,94.7%
2026-06-07,https://min-repo.com/3151015/,L戦国乙女４　戦乱に閃く炯眼の軍師,-750,5543,2/10,94.6%
2026-06-07,https://min-repo.com/3151015/,A-SLOT+異世界かるてっとBT,-750,4218,1/2,92.5%
2026-06-07,https://min-repo.com/3151015/,スマスロ スーパーリオエース2,-1000,5005,3/8,93.3%
2026-06-07,https://min-repo.com/3151015/,クレアの秘宝伝～はじまりの扉と太陽の石～ボーナストリガーver.,-1000,5206,0/2,92.9%
2026-06-07,https://min-repo.com/3151015/,スマスロ北斗の拳 転生の章2,-1000,4304,5/36,90.9%
2026-06-07,https://min-repo.com/3151015/,キングハナハナ-30,-1000,4685,0/4,91.3%
2026-06-07,https://min-repo.com/3151015/,沖ドキ！ＧＯＬＤ-30,-1000,4918,1/6,91.6%
2026-06-07,https://min-repo.com/3151015/,いざ！番長,-1750,5940,0/3,90.1%
2026-06-07,https://min-repo.com/3151015/,機種,平均差枚,平均G数,勝率,出率
2026-06-07,https://min-repo.com/3151015/,真打 吉宗,-1750,4934,3/10,86.8%
2026-06-07,https://min-repo.com/3151015/,スマスロヨルムンガンド,-2000,3676,0/3,81%
2026-06-07,https://min-repo.com/3151015/,Lタクトオーパス デスティニー,-2000,6112,0/2,88.5%
2026-06-08,https://min-repo.com/3153189/,スマスロモンキーターンV,2657,5864,6/10,115.1%
2026-06-08,https://min-repo.com/3153189/,Lスマスロ北斗の拳,1867,3278,2/3,119%
2026-06-08,https://min-repo.com/3153189/,Lタクトオーパス デスティニー,1690,5823,2/2,109.7%
2026-06-08,https://min-repo.com/3153189/,アニマルスロット ドッチ,1042,2861,2/2,112.1%
2026-06-08,https://min-repo.com/3153189/,パチスロ　甲鉄城のカバネリ,1003,3128,3/3,110.7%
2026-06-08,https://min-repo.com/3153189/,Lパチスロ炎炎ノ消防隊2,986,6288,6/10,105.2%
2026-06-08,https://min-repo.com/3153189/,LBスロットGALFY,695,5000,1/2,104.6%
2026-06-08,https://min-repo.com/3153189/,スマスロ ハナビ,664,3841,6/9,105.8%
2026-06-08,https://min-repo.com/3153189/,L不二子BT,602,1591,2/3,112.6%
2026-06-08,https://min-repo.com/3153189/,バーサスリヴァイズ,486,5247,1/2,103.1%
2026-06-08,https://min-repo.com/3153189/,沖ドキ！ＧＯＬＤ-30,448,3553,4/6,104.2%
2026-06-08,https://min-repo.com/3153189/,いざ！番長,417,4321,2/3,103.2%
2026-06-08,https://min-repo.com/3153189/,スマスロ サンダーV,408,3753,3/5,103.6%
2026-06-08,https://min-repo.com/3153189/,Lパチスロ かぐや様は告らせたい,394,757,3/10,117.3%
2026-06-08,https://min-repo.com/3153189/,スマスロ スーパーリオエース2,359,3256,3/8,103.7%
2026-06-08,https://min-repo.com/3153189/,機種,平均差枚,平均G数,勝率,出率
2026-06-08,https://min-repo.com/3153189/,スマスロ北斗の拳 転生の章2,288,3046,13/36,103.2%
2026-06-08,https://min-repo.com/3153189/,Lパチスロ 機動戦士ガンダムユニコーン 覚醒DRIVE,232,535,2/5,114.4%
2026-06-08,https://min-repo.com/3153189/,ミスタージャグラー,151,3888,2/4,101.3%
2026-06-08,https://min-repo.com/3153189/,スマスロ鉄拳6,93,4064,1/4,100.8%
2026-06-08,https://min-repo.com/3153189/,Lパチスロ革命機ヴァルヴレイヴ2,51,2593,2/10,100.7%
2026-06-08,https://min-repo.com/3153189/,A-SLOT+異世界かるてっとBT,0,3663,1/2,100%
2026-06-08,https://min-repo.com/3153189/,L戦国乙女４　戦乱に閃く炯眼の軍師,-19,3490,6/10,99.8%
2026-06-08,https://min-repo.com/3153189/,ゴーゴージャグラー３,-46,2833,10/24,99.5%
2026-06-08,https://min-repo.com/3153189/,スマスロヨルムンガンド,-62,2689,1/3,99.2%
2026-06-08,https://min-repo.com/3153189/,ウルトラミラクルジャグラー,-83,3770,2/5,99.3%
2026-06-08,https://min-repo.com/3153189/,スマスロ バイオハザード5,-100,206,0/3,80%
2026-06-08,https://min-repo.com/3153189/,ニューキングハナハナV‐30,-100,3920,3/7,98.9%
2026-06-08,https://min-repo.com/3153189/,ネオアイムジャグラーEX,-150,2653,17/54,97.9%
2026-06-08,https://min-repo.com/3153189/,ファンキージャグラー２ＫＴ,-150,3686,7/16,98.4%
2026-06-08,https://min-repo.com/3153189/,スマスロ化物語,-200,946,3/10,92.2%
2026-06-08,https://min-repo.com/3153189/,機種,平均差枚,平均G数,勝率,出率
2026-06-08,https://min-repo.com/3153189/,ジャグラーガールズSS,-250,1685,0/4,94%
2026-06-08,https://min-repo.com/3153189/,沖ドキ！BLACK,-250,2280,9/20,95.5%
2026-06-08,https://min-repo.com/3153189/,ハッピージャグラーＶＩＩＩ,-250,4445,1/3,97.7%
2026-06-08,https://min-repo.com/3153189/,マイジャグラーV,-250,4497,13/41,97.1%
2026-06-08,https://min-repo.com/3153189/,スマスロ バイオハザードRE:3,-250,1672,2/11,91.6%
2026-06-08,https://min-repo.com/3153189/,L無職転生～異世界行ったら本気だす～,-250,1720,1/5,91.7%
2026-06-08,https://min-repo.com/3153189/,スマスロ 甲鉄城のカバネリ 海門決戦,-250,4352,6/21,96.6%
2026-06-08,https://min-repo.com/3153189/,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,-250,1025,1/11,85.5%
2026-06-08,https://min-repo.com/3153189/,Lアクダマドライブ,-500,700,0/3,72.8%
2026-06-08,https://min-repo.com/3153189/,キングハナハナ-30,-500,1613,1/4,88%
2026-06-08,https://min-repo.com/3153189/,沖ドキ!ゴージャス 30Φ,-500,2858,4/9,92.9%
2026-06-08,https://min-repo.com/3153189/,真打 吉宗,-500,5017,4/10,95.6%
2026-06-08,https://min-repo.com/3153189/,アレックス ブライト,-500,2119,0/4,88.9%
2026-06-08,https://min-repo.com/3153189/,L東京喰種,-500,4163,12/36,94.2%
2026-06-08,https://min-repo.com/3153189/,クレアの秘宝伝～はじまりの扉と太陽の石～ボーナストリガーver.,-750,3786,0/2,93.1%
2026-06-08,https://min-repo.com/3153189/,機種,平均差枚,平均G数,勝率,出率
2026-06-08,https://min-repo.com/3153189/,SHAKE BONUS TRIGGER,-1000,2696,0/2,86.3%
2026-06-08,https://min-repo.com/3153189/,スマスロ 攻殻機動隊,-1500,3407,0/5,84.1%
2026-06-08,https://min-repo.com/3153189/,スマスロ ミリオンゴッド-神々の軌跡-,-2500,5900,1/11,85.5%
2026-06-09,https://min-repo.com/3155306/,Lアクダマドライブ,1605,2373,2/3,122.5%
2026-06-09,https://min-repo.com/3155306/,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,1515,7864,7/11,106.4%
2026-06-09,https://min-repo.com/3155306/,LBスロットGALFY,1412,5453,2/2,108.6%
2026-06-09,https://min-repo.com/3155306/,沖ドキ!ゴージャス 30Φ,1394,4033,4/9,111.5%
2026-06-09,https://min-repo.com/3155306/,スマスロ バイオハザードRE:3,1393,3561,7/11,113%
2026-06-09,https://min-repo.com/3155306/,スマスロ スーパーリオエース2,1128,4136,3/8,109.1%
2026-06-09,https://min-repo.com/3155306/,スマスロ北斗の拳 転生の章2,979,3313,8/20,109.9%
2026-06-09,https://min-repo.com/3155306/,Lパチスロ革命機ヴァルヴレイヴ2,880,2789,6/9,110.5%
2026-06-09,https://min-repo.com/3155306/,アニマルスロット ドッチ,695,3930,1/2,105.9%
2026-06-09,https://min-repo.com/3155306/,アレックス ブライト,591,2778,3/4,107.1%
2026-06-09,https://min-repo.com/3155306/,ハッピージャグラーＶＩＩＩ,571,5898,2/3,103.2%
2026-06-09,https://min-repo.com/3155306/,ミスタージャグラー,347,2881,2/4,104%
2026-06-09,https://min-repo.com/3155306/,ジャグラーガールズSS,336,3614,3/4,103.1%
2026-06-09,https://min-repo.com/3155306/,ウルトラミラクルジャグラー,111,3795,3/5,101%
2026-06-09,https://min-repo.com/3155306/,真打 吉宗,107,3737,2/10,101%
2026-06-09,https://min-repo.com/3155306/,機種,平均差枚,平均G数,勝率,出率
2026-06-09,https://min-repo.com/3155306/,L不二子BT,47,2126,2/3,100.7%
2026-06-09,https://min-repo.com/3155306/,スマスロ ハナビ,41,4115,6/9,100.3%
2026-06-09,https://min-repo.com/3155306/,L戦国乙女４　戦乱に閃く炯眼の軍師,-46,7380,1/3,99.8%
2026-06-09,https://min-repo.com/3155306/,スマスロ サンダーV,-100,4346,2/5,99.2%
2026-06-09,https://min-repo.com/3155306/,A-SLOT+異世界かるてっとBT,-100,3292,1/2,98.8%
2026-06-09,https://min-repo.com/3155306/,ネオアイムジャグラーEX,-100,3178,18/54,98.6%
2026-06-09,https://min-repo.com/3155306/,ニューキングハナハナV‐30,-100,3132,3/7,98.5%
2026-06-09,https://min-repo.com/3155306/,キングハナハナ-30,-150,2060,1/4,97%
2026-06-09,https://min-repo.com/3155306/,ファンキージャグラー２ＫＴ,-200,3518,4/16,98%
2026-06-09,https://min-repo.com/3155306/,スマスロ 攻殻機動隊,-200,4016,2/5,98.1%
2026-06-09,https://min-repo.com/3155306/,Lパチスロ かぐや様は告らせたい,-250,2469,3/10,96%
2026-06-09,https://min-repo.com/3155306/,ゴーゴージャグラー３,-250,3118,8/24,96.8%
2026-06-09,https://min-repo.com/3155306/,スマスロヨルムンガンド,-250,3896,0/3,97.4%
2026-06-09,https://min-repo.com/3155306/,Lスマスロ北斗の拳,-250,2626,1/5,96%
2026-06-09,https://min-repo.com/3155306/,バーサスリヴァイズ,-250,3869,0/2,96.6%
2026-06-09,https://min-repo.com/3155306/,機種,平均差枚,平均G数,勝率,出率
2026-06-09,https://min-repo.com/3155306/,マイジャグラーV,-250,4660,17/41,97.2%
2026-06-09,https://min-repo.com/3155306/,スマスロモンキーターンV,-250,3198,2/10,95.8%
2026-06-09,https://min-repo.com/3155306/,Lパチスロ炎炎ノ消防隊2,-250,2873,4/10,95.2%
2026-06-09,https://min-repo.com/3155306/,沖ドキ！ＧＯＬＤ-30,-250,2058,3/6,93.1%
2026-06-09,https://min-repo.com/3155306/,沖ドキ！BLACK,-500,1846,7/20,88.8%
2026-06-09,https://min-repo.com/3155306/,パチスロ　甲鉄城のカバネリ,-500,1056,0/3,77.1%
2026-06-09,https://min-repo.com/3155306/,スマスロ化物語,-500,1852,1/10,86.8%
2026-06-09,https://min-repo.com/3155306/,スマスロ 甲鉄城のカバネリ 海門決戦,-750,5536,8/21,95.3%
2026-06-09,https://min-repo.com/3155306/,L東京喰種,-750,3823,6/36,91.6%
2026-06-09,https://min-repo.com/3155306/,L無職転生～異世界行ったら本気だす～,-1000,1918,1/5,82.6%
2026-06-09,https://min-repo.com/3155306/,クレアの秘宝伝～はじまりの扉と太陽の石～ボーナストリガーver.,-1000,2099,0/2,81.3%
2026-06-09,https://min-repo.com/3155306/,SHAKE BONUS TRIGGER,-1250,4116,0/2,89.9%
2026-06-09,https://min-repo.com/3155306/,いざ！番長,-1750,3484,0/3,82.4%
2026-06-09,https://min-repo.com/3155306/,Lタクトオーパス デスティニー,-1750,5309,0/2,87.9%
2026-06-09,https://min-repo.com/3155306/,スマスロ ミリオンゴッド-神々の軌跡-,-2500,6379,2/11,85.9%
2026-06-09,https://min-repo.com/3155306/,スマスロBIRDIE WING-Golf Girls’ Story-,0,0,0/3,-
2026-06-09,https://min-repo.com/3155306/,スロット ソードアート・オンラインⅡ,0,0,0/12,-
2026-06-09,https://min-repo.com/3155306/,L戦国乙女5 業火を穿つ宿焔の双刃,0,0,0/20,-
2026-06-10,https://min-repo.com/3157058/,スロット ソードアート・オンラインⅡ,3245,7850,8/12,113.8%
2026-06-10,https://min-repo.com/3157058/,沖ドキ！ＧＯＬＤ-30,1536,4362,4/6,111.7%
2026-06-10,https://min-repo.com/3157058/,A-SLOT+異世界かるてっとBT,1273,5515,2/2,107.7%
2026-06-10,https://min-repo.com/3157058/,スマスロ 甲鉄城のカバネリ 海門決戦,1197,6302,11/21,106.3%
2026-06-10,https://min-repo.com/3157058/,スマスロモンキーターンV,1060,4045,5/10,108.7%
2026-06-10,https://min-repo.com/3157058/,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,732,2058,7/11,111.9%
2026-06-10,https://min-repo.com/3157058/,L戦国乙女４　戦乱に閃く炯眼の軍師,540,5446,1/3,103.3%
2026-06-10,https://min-repo.com/3157058/,Lアクダマドライブ,463,2661,2/3,105.8%
2026-06-10,https://min-repo.com/3157058/,スマスロヨルムンガンド,447,2346,1/3,106.4%
2026-06-10,https://min-repo.com/3157058/,ハッピージャグラーＶＩＩＩ,123,2763,2/3,101.5%
2026-06-10,https://min-repo.com/3157058/,スマスロ化物語,93,2358,3/10,101.3%
2026-06-10,https://min-repo.com/3157058/,沖ドキ！BLACK,83,2928,9/20,100.9%
2026-06-10,https://min-repo.com/3157058/,クレアの秘宝伝～はじまりの扉と太陽の石～ボーナストリガーver.,47,2984,1/2,100.5%
2026-06-10,https://min-repo.com/3157058/,L不二子BT,46,2263,1/3,100.7%
2026-06-10,https://min-repo.com/3157058/,ニューキングハナハナV‐30,20,7561,3/7,100.1%
2026-06-10,https://min-repo.com/3157058/,機種,平均差枚,平均G数,勝率,出率
2026-06-10,https://min-repo.com/3157058/,ネオアイムジャグラーEX,4,3882,20/54,100%
2026-06-10,https://min-repo.com/3157058/,パチスロ　甲鉄城のカバネリ,0,795,2/3,100%
2026-06-10,https://min-repo.com/3157058/,スマスロ ハナビ,-5,4422,4/9,100%
2026-06-10,https://min-repo.com/3157058/,L東京喰種,-57,3844,12/36,99.5%
2026-06-10,https://min-repo.com/3157058/,Lパチスロ炎炎ノ消防隊2,-79,2379,5/10,98.9%
2026-06-10,https://min-repo.com/3157058/,マイジャグラーV,-250,4971,14/41,98.2%
2026-06-10,https://min-repo.com/3157058/,ゴーゴージャグラー３,-250,2984,6/24,96.7%
2026-06-10,https://min-repo.com/3157058/,ウルトラミラクルジャグラー,-250,3074,1/5,95.6%
2026-06-10,https://min-repo.com/3157058/,ファンキージャグラー２ＫＴ,-250,3662,5/16,96.3%
2026-06-10,https://min-repo.com/3157058/,キングハナハナ-30,-250,7483,2/4,98.1%
2026-06-10,https://min-repo.com/3157058/,スマスロ スーパーリオエース2,-250,3472,4/8,96%
2026-06-10,https://min-repo.com/3157058/,バーサスリヴァイズ,-250,2943,1/2,95%
2026-06-10,https://min-repo.com/3157058/,LBスロットGALFY,-250,2778,0/2,94.4%
2026-06-10,https://min-repo.com/3157058/,スマスロ 攻殻機動隊,-500,3136,1/5,94.5%
2026-06-10,https://min-repo.com/3157058/,スマスロ ミリオンゴッド-神々の軌跡-,-500,7370,3/11,97.6%
2026-06-10,https://min-repo.com/3157058/,機種,平均差枚,平均G数,勝率,出率
2026-06-10,https://min-repo.com/3157058/,SHAKE BONUS TRIGGER,-500,2593,0/2,93.2%
2026-06-10,https://min-repo.com/3157058/,スマスロ バイオハザードRE:3,-500,5604,3/11,96.7%
2026-06-10,https://min-repo.com/3157058/,ミスタージャグラー,-500,2680,0/4,91.5%
2026-06-10,https://min-repo.com/3157058/,アニマルスロット ドッチ,-500,5103,0/2,95.5%
2026-06-10,https://min-repo.com/3157058/,スマスロ サンダーV,-500,4840,1/5,95.2%
2026-06-10,https://min-repo.com/3157058/,真打 吉宗,-500,4815,3/10,94.9%
2026-06-10,https://min-repo.com/3157058/,ジャグラーガールズSS,-750,2518,0/4,90%
2026-06-10,https://min-repo.com/3157058/,Lパチスロ かぐや様は告らせたい,-750,2523,2/10,89.6%
2026-06-10,https://min-repo.com/3157058/,L無職転生～異世界行ったら本気だす～,-750,1687,0/5,84.5%
2026-06-10,https://min-repo.com/3157058/,沖ドキ!ゴージャス 30Φ,-750,3827,3/9,92.9%
2026-06-10,https://min-repo.com/3157058/,Lパチスロ革命機ヴァルヴレイヴ2,-750,3676,3/9,92.3%
2026-06-10,https://min-repo.com/3157058/,アレックス ブライト,-750,3241,2/4,90.4%
2026-06-10,https://min-repo.com/3157058/,スマスロ北斗の拳 転生の章2,-1000,3681,2/20,90.8%
2026-06-10,https://min-repo.com/3157058/,Lタクトオーパス デスティニー,-1250,3354,0/2,87.3%
2026-06-10,https://min-repo.com/3157058/,Lスマスロ北斗の拳,-1250,7243,1/5,93.7%
2026-06-10,https://min-repo.com/3157058/,機種,平均差枚,平均G数,勝率,出率
2026-06-10,https://min-repo.com/3157058/,いざ！番長,-1250,4294,0/3,89.1%
2026-06-10,https://min-repo.com/3157058/,L戦国乙女5 業火を穿つ宿焔の双刃,-1500,8025,6/20,93.3%
2026-06-10,https://min-repo.com/3157058/,スマスロBIRDIE WING-Golf Girls’ Story-,-2000,6420,1/3,88.4%
2026-06-11,https://min-repo.com/3158750/,Lパチスロ炎炎ノ消防隊2,3162,5729,6/10,118.4%
2026-06-11,https://min-repo.com/3158750/,真打 吉宗,1560,6436,7/10,108.1%
2026-06-11,https://min-repo.com/3158750/,クレアの秘宝伝～はじまりの扉と太陽の石～ボーナストリガーver.,1435,7449,2/2,106.4%
2026-06-11,https://min-repo.com/3158750/,Lパチスロ革命機ヴァルヴレイヴ2,1209,3791,4/9,110.6%
2026-06-11,https://min-repo.com/3158750/,スマスロヨルムンガンド,895,2758,1/3,110.8%
2026-06-11,https://min-repo.com/3158750/,スマスロ北斗の拳 転生の章2,829,6992,5/10,104%
2026-06-11,https://min-repo.com/3158750/,パチスロ　甲鉄城のカバネリ,787,3237,1/3,108.1%
2026-06-11,https://min-repo.com/3158750/,スマスロモンキーターンV,782,7625,6/10,103.4%
2026-06-11,https://min-repo.com/3158750/,スマスロ バイオハザードRE:3,623,8287,5/11,102.5%
2026-06-11,https://min-repo.com/3158750/,L不二子BT,587,6872,2/3,102.8%
2026-06-11,https://min-repo.com/3158750/,Lスマスロ北斗の拳,519,6362,3/5,102.7%
2026-06-11,https://min-repo.com/3158750/,スマスロ 攻殻機動隊,518,7284,2/5,102.4%
2026-06-11,https://min-repo.com/3158750/,沖ドキ！BLACK,491,3965,13/20,104.1%
2026-06-11,https://min-repo.com/3158750/,スマスロ ミリオンゴッド-神々の軌跡-,417,8141,5/11,101.7%
2026-06-11,https://min-repo.com/3158750/,アレックス ブライト,359,5648,3/4,102.1%
2026-06-11,https://min-repo.com/3158750/,機種,平均差枚,平均G数,勝率,出率
2026-06-11,https://min-repo.com/3158750/,L東京喰種,334,6198,16/36,101.8%
2026-06-11,https://min-repo.com/3158750/,ウルトラミラクルジャグラー,287,4796,2/5,102%
2026-06-11,https://min-repo.com/3158750/,スマスロ化物語,176,5630,5/10,101%
2026-06-11,https://min-repo.com/3158750/,L無職転生～異世界行ったら本気だす～,55,2362,2/5,100.8%
2026-06-11,https://min-repo.com/3158750/,マイジャグラーV,50,6442,19/41,100.3%
2026-06-11,https://min-repo.com/3158750/,ネオアイムジャグラーEX,-60,5395,25/54,99.6%
2026-06-11,https://min-repo.com/3158750/,ファンキージャグラー２ＫＴ,-61,5468,6/16,99.6%
2026-06-11,https://min-repo.com/3158750/,ゴーゴージャグラー３,-168,5133,11/24,98.9%
2026-06-11,https://min-repo.com/3158750/,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,-173,4953,5/11,98.8%
2026-06-11,https://min-repo.com/3158750/,ハッピージャグラーＶＩＩＩ,-247,4577,1/3,98.2%
2026-06-11,https://min-repo.com/3158750/,スロット ソードアート・オンラインⅡ,-301,8210,5/12,98.8%
2026-06-11,https://min-repo.com/3158750/,沖ドキ!ゴージャス 30Φ,-309,3383,3/9,97%
2026-06-11,https://min-repo.com/3158750/,ジャグラーガールズSS,-336,2972,1/4,96.2%
2026-06-11,https://min-repo.com/3158750/,スマスロ ハナビ,-381,4851,2/9,97.4%
2026-06-11,https://min-repo.com/3158750/,A-SLOT+異世界かるてっとBT,-533,4424,0/2,96%
2026-06-11,https://min-repo.com/3158750/,機種,平均差枚,平均G数,勝率,出率
2026-06-11,https://min-repo.com/3158750/,Lパチスロ かぐや様は告らせたい,-537,3037,3/10,94.1%
2026-06-11,https://min-repo.com/3158750/,Lアクダマドライブ,-602,3210,1/3,93.7%
